State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttarakhand,ALMORA,2001,Rabi       ,other oilseeds,39,16
Uttarakhand,ALMORA,2001,Rabi       ,Peas & beans (Pulses),62,36
Uttarakhand,ALMORA,2001,Rabi       ,Potato,824,18301
Uttarakhand,ALMORA,2001,Rabi       ,Rapeseed &Mustard,300,120
Uttarakhand,ALMORA,2001,Rabi       ,Wheat,40102,32333
Uttarakhand,ALMORA,2001,Whole Year ,Dry ginger,195,1755
Uttarakhand,ALMORA,2001,Whole Year ,Garlic,184,196
Uttarakhand,ALMORA,2001,Whole Year ,Onion,343,947
Uttarakhand,ALMORA,2002,Kharif     ,Horse-gram,1307,614
Uttarakhand,ALMORA,2002,Kharif     ,Maize,1917,1601
Uttarakhand,ALMORA,2002,Kharif     ,Other Cereals & Millets,2983,895
Uttarakhand,ALMORA,2002,Kharif     ,Other Kharif pulses,1468,861
Uttarakhand,ALMORA,2002,Kharif     ,Potato,124,2754
Uttarakhand,ALMORA,2002,Kharif     ,Ragi,34578,27597
Uttarakhand,ALMORA,2002,Kharif     ,Rice,23828,15941
Uttarakhand,ALMORA,2002,Kharif     ,Sesamum,128,13
Uttarakhand,ALMORA,2002,Kharif     ,Small millets,14208,11202
Uttarakhand,ALMORA,2002,Kharif     ,Soyabean,331,166
Uttarakhand,ALMORA,2002,Kharif     ,Sunflower,4,2
Uttarakhand,ALMORA,2002,Kharif     ,Urad,839,310
Uttarakhand,ALMORA,2002,Rabi       ,Barley,3402,2779
Uttarakhand,ALMORA,2002,Rabi       ,Gram,31,16
Uttarakhand,ALMORA,2002,Rabi       ,Masoor,1265,595
Uttarakhand,ALMORA,2002,Rabi       ,Peas & beans (Pulses),40,18
Uttarakhand,ALMORA,2002,Rabi       ,Potato,996,22121
Uttarakhand,ALMORA,2002,Rabi       ,Rapeseed &Mustard,390,148
Uttarakhand,ALMORA,2002,Rabi       ,Wheat,45193,42431
Uttarakhand,ALMORA,2002,Whole Year ,Dry ginger,112,952
Uttarakhand,ALMORA,2002,Whole Year ,Garlic,163,179
Uttarakhand,ALMORA,2002,Whole Year ,Onion,345,952
Uttarakhand,ALMORA,2003,Kharif     ,Horse-gram,1268,1014
Uttarakhand,ALMORA,2003,Kharif     ,Maize,2445,2690
Uttarakhand,ALMORA,2003,Kharif     ,Other Cereals & Millets,16291,15049
Uttarakhand,ALMORA,2003,Kharif     ,Other Kharif pulses,1406,1245
Uttarakhand,ALMORA,2003,Kharif     ,other oilseeds,13,7
Uttarakhand,ALMORA,2003,Kharif     ,Ragi,34268,35680
Uttarakhand,ALMORA,2003,Kharif     ,Rice,20137,20615
Uttarakhand,ALMORA,2003,Kharif     ,Sesamum,123,16
Uttarakhand,ALMORA,2003,Kharif     ,Soyabean,332,498
Uttarakhand,ALMORA,2003,Kharif     ,Sunflower,13,12
Uttarakhand,ALMORA,2003,Kharif     ,Urad,839,315
Uttarakhand,ALMORA,2003,Rabi       ,Barley,3698,2600
Uttarakhand,ALMORA,2003,Rabi       ,Masoor,354,221
Uttarakhand,ALMORA,2003,Rabi       ,Peas & beans (Pulses),93,60
Uttarakhand,ALMORA,2003,Rabi       ,Rapeseed &Mustard,489,240
Uttarakhand,ALMORA,2003,Rabi       ,Wheat,42793,28843
Uttarakhand,ALMORA,2003,Whole Year ,Dry ginger,135,1215
Uttarakhand,ALMORA,2003,Whole Year ,Onion,300,3600
Uttarakhand,ALMORA,2003,Whole Year ,Potato,1070,14980
Uttarakhand,ALMORA,2004,Kharif     ,Arhar/Tur,7,4
Uttarakhand,ALMORA,2004,Kharif     ,Horse-gram,1192,834
Uttarakhand,ALMORA,2004,Kharif     ,Maize,2052,2257
Uttarakhand,ALMORA,2004,Kharif     ,Other Cereals & Millets,14865,19123
Uttarakhand,ALMORA,2004,Kharif     ,Other Kharif pulses,1685,1415
Uttarakhand,ALMORA,2004,Kharif     ,other oilseeds,30,18
Uttarakhand,ALMORA,2004,Kharif     ,Ragi,35617,37385
Uttarakhand,ALMORA,2004,Kharif     ,Rice,21444,21008
Uttarakhand,ALMORA,2004,Kharif     ,Sesamum,177,40
Uttarakhand,ALMORA,2004,Kharif     ,Soyabean,319,383
Uttarakhand,ALMORA,2004,Kharif     ,Sunflower,2,2
Uttarakhand,ALMORA,2004,Kharif     ,Urad,1112,445
Uttarakhand,ALMORA,2004,Rabi       ,Barley,2888,3645
Uttarakhand,ALMORA,2004,Rabi       ,Gram,12,7
Uttarakhand,ALMORA,2004,Rabi       ,Masoor,118,71
Uttarakhand,ALMORA,2004,Rabi       ,other oilseeds,2,1
Uttarakhand,ALMORA,2004,Rabi       ,Peas & beans (Pulses),94,66
Uttarakhand,ALMORA,2004,Rabi       ,Rapeseed &Mustard,483,193
Uttarakhand,ALMORA,2004,Rabi       ,Wheat,43026,52461
Uttarakhand,ALMORA,2004,Whole Year ,Dry ginger,69,656
Uttarakhand,ALMORA,2004,Whole Year ,Onion,286,2288
Uttarakhand,ALMORA,2004,Whole Year ,Potato,854,11102
Uttarakhand,ALMORA,2005,Kharif     ,Horse-gram,1436,808
Uttarakhand,ALMORA,2005,Kharif     ,Maize,1887,1234
Uttarakhand,ALMORA,2005,Kharif     ,Other Cereals & Millets,14546,15808
Uttarakhand,ALMORA,2005,Kharif     ,Other Kharif pulses,1731,1065
Uttarakhand,ALMORA,2005,Kharif     ,other oilseeds,42,18
Uttarakhand,ALMORA,2005,Kharif     ,Ragi,33648,35043
Uttarakhand,ALMORA,2005,Kharif     ,Rice,21212,22000
Uttarakhand,ALMORA,2005,Kharif     ,Sesamum,152,33
Uttarakhand,ALMORA,2005,Kharif     ,Soyabean,213,138
Uttarakhand,ALMORA,2005,Kharif     ,Urad,1056,492
Uttarakhand,ALMORA,2005,Rabi       ,Barley,2837,1171
Uttarakhand,ALMORA,2005,Rabi       ,Gram,18,11
Uttarakhand,ALMORA,2005,Rabi       ,Masoor,1278,575
Uttarakhand,ALMORA,2005,Rabi       ,Peas & beans (Pulses),78,51
Uttarakhand,ALMORA,2005,Rabi       ,Rapeseed &Mustard,434,239
Uttarakhand,ALMORA,2005,Rabi       ,Wheat,39917,23932
Uttarakhand,ALMORA,2005,Whole Year ,Dry ginger,170,1530
Uttarakhand,ALMORA,2005,Whole Year ,Onion,257,2699
Uttarakhand,ALMORA,2005,Whole Year ,Potato,958,12741
Uttarakhand,ALMORA,2006,Kharif     ,Arhar/Tur,1,1
Uttarakhand,ALMORA,2006,Kharif     ,Groundnut,33,28
Uttarakhand,ALMORA,2006,Kharif     ,Horse-gram,1266,968
Uttarakhand,ALMORA,2006,Kharif     ,Maize,1726,1597
Uttarakhand,ALMORA,2006,Kharif     ,Other Kharif pulses,1413,883
Uttarakhand,ALMORA,2006,Kharif     ,Potato,787,6690
Uttarakhand,ALMORA,2006,Kharif     ,Ragi,34215,41329
Uttarakhand,ALMORA,2006,Kharif     ,Rice,23031,28882
Uttarakhand,ALMORA,2006,Kharif     ,Sesamum,114,26
Uttarakhand,ALMORA,2006,Kharif     ,Small millets,14423,17703
Uttarakhand,ALMORA,2006,Kharif     ,Soyabean,193,248
Uttarakhand,ALMORA,2006,Kharif     ,Urad,820,590
Uttarakhand,ALMORA,2006,Rabi       ,Barley,2818,2792
Uttarakhand,ALMORA,2006,Rabi       ,Gram,3,2
Uttarakhand,ALMORA,2006,Rabi       ,Masoor,954,353
Uttarakhand,ALMORA,2006,Rabi       ,Peas & beans (Pulses),19,14
Uttarakhand,ALMORA,2006,Rabi       ,Potato,939,8921
Uttarakhand,ALMORA,2006,Rabi       ,Rapeseed &Mustard,436,109
Uttarakhand,ALMORA,2006,Rabi       ,Wheat,42173,45430
Uttarakhand,ALMORA,2006,Whole Year ,Dry ginger,118,1003
Uttarakhand,ALMORA,2006,Whole Year ,Garlic,150,165
Uttarakhand,ALMORA,2006,Whole Year ,Onion,392,2156
Uttarakhand,ALMORA,2007,Kharif     ,Arhar/Tur,5,4
Uttarakhand,ALMORA,2007,Kharif     ,Dry chillies,1783,802
Uttarakhand,ALMORA,2007,Kharif     ,Horse-gram,1478,1153
Uttarakhand,ALMORA,2007,Kharif     ,Maize,1857,1857
Uttarakhand,ALMORA,2007,Kharif     ,Other Cereals & Millets,14290,16260
Uttarakhand,ALMORA,2007,Kharif     ,Other Kharif pulses,1600,1089
Uttarakhand,ALMORA,2007,Kharif     ,other oilseeds,4,2
Uttarakhand,ALMORA,2007,Kharif     ,Potato,216,1728
Uttarakhand,ALMORA,2007,Kharif     ,Ragi,36138,42998
Uttarakhand,ALMORA,2007,Kharif     ,Rice,22299,25409
Uttarakhand,ALMORA,2007,Kharif     ,Sesamum,175,35
Uttarakhand,ALMORA,2007,Kharif     ,Soyabean,371,473
Uttarakhand,ALMORA,2007,Kharif     ,Urad,1062,797
Uttarakhand,ALMORA,2007,Rabi       ,Barley,3335,2220
Uttarakhand,ALMORA,2007,Rabi       ,Gram,21,9
Uttarakhand,ALMORA,2007,Rabi       ,Masoor,1321,528
Uttarakhand,ALMORA,2007,Rabi       ,Other Cereals & Millets,125,94
Uttarakhand,ALMORA,2007,Rabi       ,other oilseeds,3,1
Uttarakhand,ALMORA,2007,Rabi       ,Peas & beans (Pulses),19,12
Uttarakhand,ALMORA,2007,Rabi       ,Potato,636,3158
Uttarakhand,ALMORA,2007,Rabi       ,Rapeseed &Mustard,767,307
Uttarakhand,ALMORA,2007,Rabi       ,Wheat,42750,30587
Uttarakhand,ALMORA,2007,Whole Year ,Dry ginger,146,1168
Uttarakhand,ALMORA,2007,Whole Year ,Garlic,176,211
Uttarakhand,ALMORA,2007,Whole Year ,Onion,361,1805
Uttarakhand,ALMORA,2008,Kharif     ,Arhar/Tur,5,4
Uttarakhand,ALMORA,2008,Kharif     ,Horse-gram,1303,1016
Uttarakhand,ALMORA,2008,Kharif     ,Maize,1690,1690
Uttarakhand,ALMORA,2008,Kharif     ,Other Cereals & Millets,14660,15808
Uttarakhand,ALMORA,2008,Kharif     ,Other Kharif pulses,1430,973
Uttarakhand,ALMORA,2008,Kharif     ,other oilseeds,1,1
Uttarakhand,ALMORA,2008,Kharif     ,Potato,187,1870
Uttarakhand,ALMORA,2008,Kharif     ,Ragi,31210,40697
Uttarakhand,ALMORA,2008,Kharif     ,Rice,20493,20160
Uttarakhand,ALMORA,2008,Kharif     ,Sesamum,212,42
Uttarakhand,ALMORA,2008,Kharif     ,Soyabean,355,408
Uttarakhand,ALMORA,2008,Kharif     ,Urad,929,725
Uttarakhand,ALMORA,2008,Rabi       ,Barley,2755,1954
Uttarakhand,ALMORA,2008,Rabi       ,Masoor,1055,285
Uttarakhand,ALMORA,2008,Rabi       ,Other Cereals & Millets,222,159
Uttarakhand,ALMORA,2008,Rabi       ,Peas & beans (Pulses),32,10
Uttarakhand,ALMORA,2008,Rabi       ,Potato,481,3367
Uttarakhand,ALMORA,2008,Rabi       ,Rapeseed &Mustard,426,96
Uttarakhand,ALMORA,2008,Rabi       ,Wheat,41699,30078
Uttarakhand,ALMORA,2008,Whole Year ,Dry ginger,89,846
Uttarakhand,ALMORA,2008,Whole Year ,Garlic,176,238
Uttarakhand,ALMORA,2008,Whole Year ,Onion,325,1300
Uttarakhand,ALMORA,2009,Kharif     ,Arhar/Tur,24,18
Uttarakhand,ALMORA,2009,Kharif     ,Horse-gram,1523,1188
Uttarakhand,ALMORA,2009,Kharif     ,Maize,1924,1924
Uttarakhand,ALMORA,2009,Kharif     ,Other Cereals & Millets,2,1
Uttarakhand,ALMORA,2009,Kharif     ,Other Kharif pulses,1531,1528
Uttarakhand,ALMORA,2009,Kharif     ,other oilseeds,21,15
Uttarakhand,ALMORA,2009,Kharif     ,Potato,284,2840
Uttarakhand,ALMORA,2009,Kharif     ,Ragi,32920,34777
Uttarakhand,ALMORA,2009,Kharif     ,Rice,21069,20655
Uttarakhand,ALMORA,2009,Kharif     ,Sesamum,188,38
Uttarakhand,ALMORA,2009,Kharif     ,Small millets,14453,13895
Uttarakhand,ALMORA,2009,Kharif     ,Soyabean,398,531
Uttarakhand,ALMORA,2009,Kharif     ,Urad,956,746
Uttarakhand,ALMORA,2009,Rabi       ,Barley,2964,2413
Uttarakhand,ALMORA,2009,Rabi       ,Masoor,911,507
Uttarakhand,ALMORA,2009,Rabi       ,Other Cereals & Millets,96,91
Uttarakhand,ALMORA,2009,Rabi       ,other oilseeds,1,1
Uttarakhand,ALMORA,2009,Rabi       ,Peas & beans (Pulses),19,8
Uttarakhand,ALMORA,2009,Rabi       ,Potato,487,3825
Uttarakhand,ALMORA,2009,Rabi       ,Rapeseed &Mustard,762,459
Uttarakhand,ALMORA,2009,Rabi       ,Wheat,41022,38381
Uttarakhand,ALMORA,2009,Whole Year ,Dry ginger,538,5111
Uttarakhand,ALMORA,2009,Whole Year ,Garlic,62,155
Uttarakhand,ALMORA,2009,Whole Year ,Onion,547,2188
Uttarakhand,ALMORA,2010,Kharif     ,Arhar/Tur,4,3
Uttarakhand,ALMORA,2010,Kharif     ,Horse-gram,1782,1408
Uttarakhand,ALMORA,2010,Kharif     ,Maize,1656,2887
Uttarakhand,ALMORA,2010,Kharif     ,Other Cereals & Millets,15671,18435
Uttarakhand,ALMORA,2010,Kharif     ,Other Kharif pulses,1628,1628
Uttarakhand,ALMORA,2010,Kharif     ,other oilseeds,33,14
Uttarakhand,ALMORA,2010,Kharif     ,Potato,408,2835
Uttarakhand,ALMORA,2010,Kharif     ,Ragi,35970,43859
Uttarakhand,ALMORA,2010,Kharif     ,Rice,19294,19886
Uttarakhand,ALMORA,2010,Kharif     ,Sesamum,116,30
Uttarakhand,ALMORA,2010,Kharif     ,Soyabean,300,392
Uttarakhand,ALMORA,2010,Kharif     ,Urad,1045,811
Uttarakhand,ALMORA,2010,Rabi       ,Barley,3297,3433
Uttarakhand,ALMORA,2010,Rabi       ,Gram,97,55
Uttarakhand,ALMORA,2010,Rabi       ,Masoor,908,386
Uttarakhand,ALMORA,2010,Rabi       ,Other Cereals & Millets,97,112
Uttarakhand,ALMORA,2010,Rabi       ,Peas & beans (Pulses),22,12
Uttarakhand,ALMORA,2010,Rabi       ,Potato,573,4718
Uttarakhand,ALMORA,2010,Rabi       ,Rapeseed &Mustard,503,342
Uttarakhand,ALMORA,2010,Rabi       ,Wheat,39933,51314
Uttarakhand,ALMORA,2010,Whole Year ,Dry ginger,202,1616
Uttarakhand,ALMORA,2010,Whole Year ,Garlic,177,248
Uttarakhand,ALMORA,2010,Whole Year ,Onion,468,2109
Uttarakhand,ALMORA,2011,Kharif     ,Arhar/Tur,51,39
Uttarakhand,ALMORA,2011,Kharif     ,Horse-gram,1282,1020
Uttarakhand,ALMORA,2011,Kharif     ,Maize,1487,2653
Uttarakhand,ALMORA,2011,Kharif     ,Other Kharif pulses,1567,1802
Uttarakhand,ALMORA,2011,Kharif     ,Potato,230,1622
Uttarakhand,ALMORA,2011,Kharif     ,Ragi,34053,43573
Uttarakhand,ALMORA,2011,Kharif     ,Rice,18736,21252
Uttarakhand,ALMORA,2011,Kharif     ,Sesamum,105,27
Uttarakhand,ALMORA,2011,Kharif     ,Small millets,14870,18366
Uttarakhand,ALMORA,2011,Kharif     ,Soyabean,405,567
Uttarakhand,ALMORA,2011,Kharif     ,Urad,875,683
Uttarakhand,ALMORA,2011,Rabi       ,Barley,2705,2859
Uttarakhand,ALMORA,2011,Rabi       ,Gram,109,63
Uttarakhand,ALMORA,2011,Rabi       ,Masoor,855,837
Uttarakhand,ALMORA,2011,Rabi       ,Other Cereals & Millets,191,182
Uttarakhand,ALMORA,2011,Rabi       ,Peas & beans (Pulses),51,26
Uttarakhand,ALMORA,2011,Rabi       ,Potato,713,4500
Uttarakhand,ALMORA,2011,Rabi       ,Rapeseed &Mustard,480,346
Uttarakhand,ALMORA,2011,Rabi       ,Wheat,36774,37345
Uttarakhand,ALMORA,2011,Whole Year ,Garlic,185,574
Uttarakhand,ALMORA,2011,Whole Year ,Ginger,184,1509
Uttarakhand,ALMORA,2011,Whole Year ,Onion,396,1820
Uttarakhand,ALMORA,2011,Whole Year ,Turmeric,884,7249
Uttarakhand,ALMORA,2012,Kharif     ,Arhar/Tur,24,18
Uttarakhand,ALMORA,2012,Kharif     ,Groundnut,26,26
Uttarakhand,ALMORA,2012,Kharif     ,Horse-gram,1587,1270
Uttarakhand,ALMORA,2012,Kharif     ,Maize,2028,3103
Uttarakhand,ALMORA,2012,Kharif     ,Other Kharif pulses,1702,1963
Uttarakhand,ALMORA,2012,Kharif     ,Potato,631,4417
Uttarakhand,ALMORA,2012,Kharif     ,Ragi,32971,39118
Uttarakhand,ALMORA,2012,Kharif     ,Rice,18288,19656
Uttarakhand,ALMORA,2012,Kharif     ,Sesamum,96,24
Uttarakhand,ALMORA,2012,Kharif     ,Small millets,14301,17299
Uttarakhand,ALMORA,2012,Kharif     ,Soyabean,460,646
Uttarakhand,ALMORA,2012,Kharif     ,Urad,955,740
Uttarakhand,ALMORA,2012,Rabi       ,Barley,2447,2927
Uttarakhand,ALMORA,2012,Rabi       ,Gram,2,1
Uttarakhand,ALMORA,2012,Rabi       ,Masoor,797,195
Uttarakhand,ALMORA,2012,Rabi       ,Other Cereals & Millets,100,96
Uttarakhand,ALMORA,2012,Rabi       ,Peas & beans (Pulses),56,28
Uttarakhand,ALMORA,2012,Rabi       ,Potato,1039,7124
Uttarakhand,ALMORA,2012,Rabi       ,Rapeseed &Mustard,651,330
Uttarakhand,ALMORA,2012,Rabi       ,Wheat,37533,49359
Uttarakhand,ALMORA,2012,Whole Year ,Garlic,185,546
Uttarakhand,ALMORA,2012,Whole Year ,Ginger,215,1742
Uttarakhand,ALMORA,2012,Whole Year ,Onion,326,1500
Uttarakhand,ALMORA,2012,Whole Year ,Turmeric,123,886
Uttarakhand,ALMORA,2013,Kharif     ,Arhar/Tur,19,15
Uttarakhand,ALMORA,2013,Kharif     ,Horse-gram,1668,1251
Uttarakhand,ALMORA,2013,Kharif     ,Maize,1623,1962
Uttarakhand,ALMORA,2013,Kharif     ,Other Kharif pulses,1682,1938
Uttarakhand,ALMORA,2013,Kharif     ,Potato,610,4575
Uttarakhand,ALMORA,2013,Kharif     ,Ragi,33882,39550
Uttarakhand,ALMORA,2013,Kharif     ,Rice,15597,18545
Uttarakhand,ALMORA,2013,Kharif     ,Sesamum,164,42
Uttarakhand,ALMORA,2013,Kharif     ,Small millets,14424,15518
Uttarakhand,ALMORA,2013,Kharif     ,Soyabean,389,547
Uttarakhand,ALMORA,2013,Kharif     ,Sunflower,9,9
Uttarakhand,ALMORA,2013,Kharif     ,Urad,1021,715
Uttarakhand,ALMORA,2013,Rabi       ,Barley,2490,3398
Uttarakhand,ALMORA,2013,Rabi       ,Gram,21,12
Uttarakhand,ALMORA,2013,Rabi       ,Masoor,681,582
Uttarakhand,ALMORA,2013,Rabi       ,Peas & beans (Pulses),14,7
Uttarakhand,ALMORA,2013,Rabi       ,Potato,715,5907
Uttarakhand,ALMORA,2013,Rabi       ,Rapeseed &Mustard,561,432
Uttarakhand,ALMORA,2013,Rabi       ,Wheat,34854,45099
Uttarakhand,ALMORA,2013,Whole Year ,Garlic,175,263
Uttarakhand,ALMORA,2013,Whole Year ,Ginger,293,2381
Uttarakhand,ALMORA,2013,Whole Year ,Onion,338,1606
Uttarakhand,ALMORA,2013,Whole Year ,Turmeric,134,247
Uttarakhand,ALMORA,2014,Kharif     ,Arhar/Tur,50,39
Uttarakhand,ALMORA,2014,Kharif     ,Ginger,150,1361
Uttarakhand,ALMORA,2014,Kharif     ,Groundnut,1,1
Uttarakhand,ALMORA,2014,Kharif     ,Horse-gram,1694,1401
Uttarakhand,ALMORA,2014,Kharif     ,Maize,1999,2303
Uttarakhand,ALMORA,2014,Kharif     ,Other Kharif pulses,1717,1010
Uttarakhand,ALMORA,2014,Kharif     ,Potato,238,2096
Uttarakhand,ALMORA,2014,Kharif     ,Pulses total,5140,3652
Uttarakhand,ALMORA,2014,Kharif     ,Ragi,33569,40898
Uttarakhand,ALMORA,2014,Kharif     ,Rice,16897,19776
Uttarakhand,ALMORA,2014,Kharif     ,Sesamum,138,37
Uttarakhand,ALMORA,2014,Kharif     ,Small millets,12912,16340
Uttarakhand,ALMORA,2014,Kharif     ,Soyabean,386,283
Uttarakhand,ALMORA,2014,Kharif     ,Total foodgrain,69700,82372
Uttarakhand,ALMORA,2014,Kharif     ,Urad,862,605
Uttarakhand,ALMORA,2014,Rabi       ,Barley,2692,2778
Uttarakhand,ALMORA,2014,Rabi       ,Gram,5,3
Uttarakhand,ALMORA,2014,Rabi       ,Lentil,929,693
Uttarakhand,ALMORA,2014,Rabi       ,Masoor,929,693
Uttarakhand,ALMORA,2014,Rabi       ,Other Cereals & Millets,268,249
Uttarakhand,ALMORA,2014,Rabi       ,Peas & beans (Pulses),129,66
Uttarakhand,ALMORA,2014,Rabi       ,Potato,925,7400
Uttarakhand,ALMORA,2014,Rabi       ,Pulses total,1195,872
Uttarakhand,ALMORA,2014,Rabi       ,Rapeseed &Mustard,685,374
Uttarakhand,ALMORA,2014,Rabi       ,Total foodgrain,39987,45039
Uttarakhand,ALMORA,2014,Rabi       ,Wheat,35964,41250
Uttarakhand,ALMORA,2014,Whole Year ,Garlic,212,320
Uttarakhand,ALMORA,2014,Whole Year ,Ginger,143,1297
Uttarakhand,ALMORA,2014,Whole Year ,Onion,523,2484
Uttarakhand,ALMORA,2014,Whole Year ,Pulses total,6335,4524
Uttarakhand,ALMORA,2014,Whole Year ,Rice,16897,19776
Uttarakhand,ALMORA,2014,Whole Year ,Total foodgrain,109687,127411
Uttarakhand,ALMORA,2014,Whole Year ,Turmeric,166,302
Uttarakhand,BAGESHWAR,2000,Kharif     ,Horse-gram,287,215
Uttarakhand,BAGESHWAR,2000,Kharif     ,Maize,391,432
Uttarakhand,BAGESHWAR,2000,Kharif     ,Other Cereals & Millets,780,312
Uttarakhand,BAGESHWAR,2000,Kharif     ,Other Kharif pulses,562,389
Uttarakhand,BAGESHWAR,2000,Kharif     ,Ragi,7469,10370
Uttarakhand,BAGESHWAR,2000,Kharif     ,Rice,13020,25585
Uttarakhand,BAGESHWAR,2000,Kharif     ,Sesamum,5,1
Uttarakhand,BAGESHWAR,2000,Kharif     ,Small millets,681,752
Uttarakhand,BAGESHWAR,2000,Kharif     ,Soyabean,116,81
Uttarakhand,BAGESHWAR,2000,Kharif     ,Urad,129,65
Uttarakhand,BAGESHWAR,2000,Rabi       ,Barley,2867,4341
Uttarakhand,BAGESHWAR,2000,Rabi       ,Gram,5,3
Uttarakhand,BAGESHWAR,2000,Rabi       ,Masoor,1079,593
Uttarakhand,BAGESHWAR,2000,Rabi       ,Other Cereals & Millets,10,10
Uttarakhand,BAGESHWAR,2000,Rabi       ,Peas & beans (Pulses),15,8
Uttarakhand,BAGESHWAR,2000,Rabi       ,Potato,137,2755
Uttarakhand,BAGESHWAR,2000,Rabi       ,Rapeseed &Mustard,162,81
Uttarakhand,BAGESHWAR,2000,Rabi       ,Wheat,14725,19025
Uttarakhand,BAGESHWAR,2000,Whole Year ,Dry ginger,5,55
Uttarakhand,BAGESHWAR,2000,Whole Year ,Garlic,30,36
Uttarakhand,BAGESHWAR,2000,Whole Year ,Onion,116,355
Uttarakhand,BAGESHWAR,2001,Kharif     ,Horse-gram,298,158
Uttarakhand,BAGESHWAR,2001,Kharif     ,Maize,393,428
Uttarakhand,BAGESHWAR,2001,Kharif     ,Other Cereals & Millets,137,55
Uttarakhand,BAGESHWAR,2001,Kharif     ,Other Kharif pulses,589,319
Uttarakhand,BAGESHWAR,2001,Kharif     ,Potato,55,1088
Uttarakhand,BAGESHWAR,2001,Kharif     ,Ragi,7075,9066
Uttarakhand,BAGESHWAR,2001,Kharif     ,Rice,14239,17553
Uttarakhand,BAGESHWAR,2001,Kharif     ,Sesamum,10,2
Uttarakhand,BAGESHWAR,2001,Kharif     ,Small millets,1340,1962
Uttarakhand,BAGESHWAR,2001,Kharif     ,Soyabean,186,112
Uttarakhand,BAGESHWAR,2001,Kharif     ,Urad,95,53
Uttarakhand,BAGESHWAR,2001,Rabi       ,Barley,1301,1644
Uttarakhand,BAGESHWAR,2001,Rabi       ,Masoor,968,523
Uttarakhand,BAGESHWAR,2001,Rabi       ,Other Cereals & Millets,5,6
Uttarakhand,BAGESHWAR,2001,Rabi       ,Potato,529,10464
Uttarakhand,BAGESHWAR,2001,Rabi       ,Rapeseed &Mustard,80,42
Uttarakhand,BAGESHWAR,2001,Rabi       ,Wheat,14639,18882
Uttarakhand,BAGESHWAR,2001,Whole Year ,Dry ginger,15,165
Uttarakhand,BAGESHWAR,2001,Whole Year ,Garlic,20,25
Uttarakhand,BAGESHWAR,2001,Whole Year ,Onion,89,272
Uttarakhand,BAGESHWAR,2002,Kharif     ,Horse-gram,151,91
Uttarakhand,BAGESHWAR,2002,Kharif     ,Maize,573,382
Uttarakhand,BAGESHWAR,2002,Kharif     ,Other Cereals & Millets,411,164
Uttarakhand,BAGESHWAR,2002,Kharif     ,Other Kharif pulses,493,311
Uttarakhand,BAGESHWAR,2002,Kharif     ,Potato,423,8367
